"","","","","","","","","H & W OPERATIONAL DASHBOARD","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","271","8.85","9.1","1387","-0.038141470180305","-0.027019687712152","0.052775873886223","0","0.1502","30","28","0.4941","19.333333333333","0.8587","0.0064965197215777","0.041763341067285","31","1","0.93933489596477","","86699.6625","43301.96","0.026281475230182","0.010592998500559","64","237307.8","0.039880858898458","598343.45","0.33649084566901","8.6002035686341","0.56470588235294","464","-4375.87","27","7"
"","414","9.14","9.1","2333","-0.0034173430158052","0.032233373022623","0.072064777327935","0","0.1756","20","24","0.6092","22.833333333333","0.7454","0.0041249263406011","0.034177961107837","90","0.98837209302326","0.94800523275937","","153724.0975","75941.965","0.051612231462518","0.085049240299043","94","389725.64","0.086520149524554","869983.07","0.26257935556376","9.6561356584973","0.12857142857143","734","-6612.61","19","3"
"","420","8.76","8.69","2204","0.0036429872495447","-0.0078374191196573","0.085655737704918","0","0.34","23","25","0.5079","24.166666666667","0.7202","0.0057335581787521","0.054300168634064","36","1","0.960000402","","134293.635","69770.4475","-0.015151565143495","0.017294518015925","98","367652.01","0.10723586199444","718250.33","0.11472824373509","10.377327829823","0.036363636363636","832","-7110.97","29","8"
"","467","8.66","8.62","1919","0.10477835348302","0.11642484039466","0.09628302731751","0","0.4164","18","20","0.8803","18.75","0.9377","0.0060757684060043","0.060042887776984","17","0.95744680851064","0.9430307490303","","79527.0925","82232.2475","0.032435892243853","0.082889491750459","301","450106.89","0.28101199024237","404395.77","-0.18295641786567","8.9612369449057","0.49152542372881","819","-6283.65","16","2"
"","947","8.6","8.6","2150","-0.08198121263877","-0.04528743315508","0.079522043675319","0","0.255","26","34","0.6393","27.5","0.7116","0.0046670815183572","0.054760423148724","25","0.91139240506329","0.95275210417225","","104190.095","108586.7975","0.019550719535214","0.022617583706177","154","468356.03","-0.039081775724471","593472.99","-0.2454919876756","7.2087148914688","0.049382716049383","1126","-10373.23","34","10"
"","1148","9.29","9.1","2279","-0.02648440837249","-0.01416774611399","0.088738559490649","0","0.3871","19","21","0.7241","20.333333333333","0.8799","0.01131746952989","0.035693557748114","58","0.9468085106383","0.94299685800303","","139691.3775","106545.8625","0.021124419990022","0.027693957032822","128","509944.8","0.15207270826578","767782.61","-0.11209105188624","8.9062553227715","0.25274725274725","682","-6313.25","20","4"
"","4627","8.47","9.1","1749","-0.085251046025105","-0.057756307031669","0.080146673651126","0","0.4013","15","16","0.9843","16.916666666667","0.9937","0.002460024600246","0.048790487904879","13","0.96363636363636","0.9614614283637","","83206.1875","86352.1575","-0.041432230697752","0.0047294321668389","287","401563.01","0.1594067863824","376692.42","-0.17769365213004","9.1439648489675","0.2987012987013","776","-5565.64","34","10"
"","5707","9.37","9.1","1575","0.18867924528302","0.26740403383214","0.056844547563805","0","0.1997","13","16","0.8609","15.333333333333","0.918","0.0055197792088316","0.042318307267709","39","0.96428571428571","0.95604843804396","","83267.68","69245.1225","0.16148025556007","0.19765877569661","156","383000.47","0.45669522356308","499897.92","0.29868550346082","8.096629844935","1.0379746835443","701","-5150.84","6","1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Goal","","","","0","","","","0.25","15","25","","","0.8","0.0075","0.05","","","","1.1","","","0.025","","","","","","","","0.32","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Optical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Store Detail","Optical Exp Track"," LW Spectacle Unit Inc","YTD Spectacle Unit Inc","LW Spectacle Avg Ticket","YTD Spectacle Avg Ticket","L4W Lens Total MD Rate "," L4W YOY % Inc ","YTD Lens Total MD Rate","YTD YOY % Inc","LW Sunglass Sales % Inc","YTD Sunglass Sales % Inc","LW HD % of Lens Units","YTD HD % of Lens Units","Optical Contact Lenses (Sales)","Contact Lenses % Change","Optical Accessories (Sales)","Optical Accessories % Change","Avg Optical Sales / Store","Optical EI Retail","Optical EI Retail Inc","","","","","","","","","","","","","",""
"","Total Market","8.9331094823637","0.046632124352332","0.076574002487479","162.05098381207","158.84467058538","0.21948971049742","-0.25167259123389","0.24821318577628","-0.17801737152507","1.0401602274196","0.080766761624754","0.062841530054645","0.077631191629425","2150.1285714286","0.070102069546077","476.66428571429","0.070822247967727","5750.6136363636","73636.781818182","-0.21732460515865","","","","","","","","","","","","","",""
"","147","9.04","-0.34146341463415","0.15003304692664","163.14740740741","134.63116091954","0.24966223972142","-0.45065617165079","0.33466202676675","-0.22573984376504","0.22222222222222","-0.088276532292764","0.027027027027027","0.023781212841855","1181.5","-0.013080958267901","392.21","0.10267367651607","5484.255","107939.99","0.11059415764039","","","","","","","","","","","","","",""
"","158","9.1","","","","","","","","","","","","","","","","","13.38","90.06","-0.7894515359798","","","","","","","","","","","","","",""
"","185","8.73","0.14516129032258","0.032162001191185","170.04225352113","160.46480092325","0.15923193791071","-0.30225102442663","0.17918697716424","-0.23056116834899","0.72833072780962","-0.08526557394756","0.022988505747126","0.063484486873508","633.76","-0.39440038222647","644.79","0.24821418200825","5572.0075","135757.91","0.2018430727854","","","","","","","","","","","","","",""
"","271","9.1","","","","","","","","","","","","","","","","","26.125","531.22","-0.20823334774119","","","","","","","","","","","","","",""
"","414","9.1","","","","","","","","","","","","","","","","","6.4425","411.57","-0.61906128229098","","","","","","","","","","","","","",""
"","420","8.69","","","","","","","","","","","","","","","","","-2.215","-68.17","-1.0490940254652","","","","","","","","","","","","","",""
"","467","8.62","0","0.036968264686023","149.99326923077","153.54004883607","0.23222067837685","-0.18328886004826","0.27269750985339","-0.059315702900172","4.5531914893617","0.051902285155324","0.062992125984252","0.070897655803316","3672.46","0.20250818598559","405.16","-0.17288966010003","11160.5075","115178.36","0.04793216057519","","","","","","","","","","","","","",""
"","947","8.6","0.55932203389831","0.14880746629796","140.22336956522","141.34355649165","0.24696395838357","-0.29834757917187","0.29935865070118","-0.15779100419059","7.7789473684211","0.41159179775123","0.036363636363636","0.04705731504039","1365.9","0.069197651663405","461.59","-0.085344588435779","12033.33","98935.61","-0.33054942583303","","","","","","","","","","","","","",""
"","1148","9.1","-0.21875","0.071311921611323","166.4664","167.77718495935","0.19118153393351","0.24661741569819","0.18530671202363","-0.1269511804264","1.630658436214","-0.038102414037813","0.11320754716981","0.1450667916569","2218.02","-0.16575645423362","371.03","0.14575548899114","7082.64","121579.76","0.088326976391995","","","","","","","","","","","","","",""
"","4627","9.1","-0.24719101123596","-0.038513383400732","154.01313432836","168.90490686962","0.24134677176628","-0.36088036407008","0.27453627997717","0.0037747605183551","0.410897970531","-0.03071475621337","0.073170731707317","0.086160564326503","3951","0.21492970566168","567.42","-0.090264862438274","11486.0325","133622.45","0.10897914705946","","","","","","","","","","","","","",""
"","5707","9.1","0.26666666666667","0.20588235294118","190.47105263158","185.25103509816","0.18572793422246","0.13972139740614","0.16883726841731","-0.417212027569","0.23046875","0.46721436654185","0.15730337078652","0.13643254168772","2028.26","0.28452184927169","494.45","0.63915133432786","10394.245","96025.84","0.048143446112691","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Goal","9","0.14","","","","0.16","","0.16","","0.1","","0.1","","","0.08","","0.1","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
